text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail
Sir ek minute suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,172,medium,False
Crime Branch se bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,149,medium,False
Hello ma'am Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,187,medium,False
Cyber Crime Department se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,130,medium,False
Ji haan suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,96,high,True
"Delhi Police se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,118,medium,False
Cyber Crime Department se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,169,high,False
"Ji haan suniye Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,110,medium,False
Law enforcement se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,aadhaar,other_scammer,94,medium,False
Madam ek minute Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,240,high,False
Law enforcement se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,163,high,False
Aap sun rahe hain na? Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,244,high,False
Crime Branch se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,146,medium,False
Dhyan se suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,98,high,True
Police headquarters se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,225,high,False
Inspector Rajesh Kumar bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,relative,other_scammer,112,medium,False
Hello sir Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,133,medium,False
Ji namaskar Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,223,high,False
Delhi Police se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,106,high,False
Hello sir Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,237,high,False
Special Investigation Team se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,133,medium,False
"Inspector Rajesh Kumar bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,relative,other_scammer,126,medium,False
Hello sir National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,127,high,False
Sir ek minute suniye Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,96,high,True
CBI se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,196,high,False
Hello ma'am Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,251,high,False
Namaste sir Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,172,medium,False
Law enforcement se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,142,high,True
Namaste ma'am Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,130,high,False
Delhi Police se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,110,high,False
Law enforcement se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,135,medium,False
Law enforcement se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,210,high,False
Hello ma'am Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,94,high,True
Madam ek minute Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,other_scammer,115,medium,False
Hello sir Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,232,medium,False
Ji namaskar Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,209,medium,False
Namaste sir Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,aadhaar,other_scammer,119,medium,False
Crime Branch se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,128,high,False
Hello sir Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,129,medium,False
Aap sun rahe hain na? Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,214,high,True
Law enforcement se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,117,medium,False
Dhyan se suniye Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,159,medium,False
Hello ma'am Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,239,medium,False
Dhyan se suniye National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,94,medium,False
Hello ma'am Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,96,medium,False
Crime Branch se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,239,high,False
"Namaste sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,120,medium,False
National Cyber Cell se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,198,high,True
Hello sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,222,high,False
Hello sir Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,164,high,True
Ji haan suniye Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,195,high,False
Aap sun rahe hain na? Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,93,high,False
"National Cyber Cell se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,102,medium,False
Ji namaskar National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,193,medium,False
National Cyber Cell se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,200,medium,False
ACP Sharma bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,162,high,True
Inspector Rajesh Kumar bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,226,medium,False
Hello sir Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,208,high,False
CBI se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,212,medium,False
Hello ma'am Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,133,medium,False
Namaste ma'am Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,107,high,False
Namaste ma'am Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,92,high,True
Cyber Crime Department se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,223,high,True
Special Investigation Team se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,relative,other_scammer,126,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,112,medium,False
Madam ek minute Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,137,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,235,high,True
Crime Branch se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,117,high,True
Hello ji Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,245,medium,False
Madam ek minute Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,166,medium,False
ACP Sharma bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,103,medium,False
Special Investigation Team se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,199,medium,False
Police headquarters se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,144,high,True
Law enforcement se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,250,high,False
ACP Sharma bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,129,high,True
Dhyan se suniye Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,227,high,False
Hello sir Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,93,high,False
CBI se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,167,medium,False
Namaste ma'am Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,166,high,False
Madam ek minute Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,162,high,False
CBI se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,98,high,False
Hello sir Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,195,high,False
Ji haan suniye Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,122,high,False
Aap sun rahe hain na? Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,117,medium,False
Dhyan se suniye Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,214,high,False
Cyber Crime Department se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,125,high,False
Aap sun rahe hain na? Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,97,medium,False
Hello ma'am Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,258,high,False
Dhyan se suniye Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,256,high,False
Cyber Crime Department se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,other_scammer,136,medium,False
Cyber Crime Department se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,195,high,False
National Cyber Cell se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,188,high,False
Hello sir Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,99,high,False
Crime Branch se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,120,high,False
Delhi Police se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,194,high,True
Hello ji Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,175,medium,False
ACP Sharma bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,190,high,False
Namaste sir Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,259,high,False
Crime Branch se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,149,high,True
Cyber Crime Department se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,235,high,True
CBI se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,107,medium,False
"Cyber Crime Department se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,170,medium,False
Aap sun rahe hain na? Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,175,medium,False
CBI se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,244,high,True
National Cyber Cell se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,211,high,False
Aap sun rahe hain na? Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,99,high,True
Ji haan suniye Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,228,high,False
Madam ek minute Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,200,high,False
Special Investigation Team se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,201,high,False
Inspector Rajesh Kumar bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,179,high,False
Special Investigation Team se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,103,medium,False
Sir ek minute suniye Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,248,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,186,medium,False
Madam ek minute Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,234,high,False
Dhyan se suniye Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,147,medium,False
"Hello ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,143,medium,False
Hello ma'am Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,155,high,True
Aap sun rahe hain na? Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,119,medium,False
Crime Branch se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,138,high,False
Ji haan suniye Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,212,high,False
Police headquarters se bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,260,high,False
CBI se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,92,high,False
Special Investigation Team se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,183,high,True
ACP Sharma bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,168,high,False
Sir ek minute suniye Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,184,high,False
Hello ji Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,186,high,True
Inspector Rajesh Kumar bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,140,high,True
Madam ek minute Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,251,high,False
National Cyber Cell se bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,255,high,False
Crime Branch se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,96,high,True
Namaste ma'am Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,94,medium,False
Hello sir Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,155,high,False
Aap sun rahe hain na? Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,110,high,False
Ji namaskar Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,181,high,False
Ji haan suniye Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,163,medium,False
Aap sun rahe hain na? Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,191,high,False
Namaste ma'am Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,114,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,154,medium,False
Cyber Crime Department se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,113,medium,False
CBI se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,259,high,False
ACP Sharma bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,139,high,False
Police headquarters se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,90,high,True
Inspector Rajesh Kumar bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,205,high,True
Crime Branch se bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,146,high,False
Ji namaskar Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,252,high,False
Hello ji Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,172,medium,False
Hello ji Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,204,medium,False
Ji haan suniye Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,163,medium,False
Law enforcement se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,256,high,False
Aap sun rahe hain na? Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,149,high,True
Police headquarters se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,135,high,False
Delhi Police se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,164,high,True
Special Investigation Team se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,115,high,False
Law enforcement se bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,198,high,False
ACP Sharma bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,129,high,True
Sir ek minute suniye Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,257,medium,False
Delhi Police se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,144,medium,False
Special Investigation Team se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,108,medium,False
Inspector Rajesh Kumar bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,213,medium,False
Hello ji Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,103,high,False
Namaste sir Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,144,medium,False
CBI se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,125,high,False
Inspector Rajesh Kumar bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,97,medium,False
National Cyber Cell se bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,195,high,False
Hello sir Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,179,medium,False
Ji haan suniye Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,232,medium,False
Ji namaskar Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,201,medium,False
Cyber Crime Department se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,123,high,False
Cyber Crime Department se bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,94,medium,False
Ji haan suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,139,high,True
Inspector Rajesh Kumar bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,256,medium,False
Namaste ma'am Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,217,medium,False
CBI se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,239,medium,False
Delhi Police se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,114,high,True
Namaste sir Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,196,high,True
Madam ek minute Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,229,high,False
Hello ma'am Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,161,high,False
Special Investigation Team se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,128,medium,False
CBI se bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,208,high,False
Cyber Crime Department se bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,177,medium,False
Inspector Rajesh Kumar bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,251,medium,False
Namaste ma'am Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,225,medium,False
Ji haan suniye Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,175,high,False
Police headquarters se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,247,high,False
Ji haan suniye Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,183,medium,False
Law enforcement se bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,141,medium,False
Special Investigation Team se bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,224,medium,False
"Law enforcement se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,147,medium,False
Namaste ma'am Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,197,high,True
Inspector Rajesh Kumar bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,113,medium,False
Hello ji Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,129,high,False
Hello ji Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,260,medium,False
Dhyan se suniye Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,124,medium,False
Cyber Crime Department se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,239,high,False
Crime Branch se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,124,high,False
Madam ek minute Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,257,medium,False
Dhyan se suniye Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,92,high,False
National Cyber Cell se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,113,medium,False
Namaste sir Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,253,high,False
Crime Branch se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,227,high,True
Delhi Police se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,200,medium,False
Police headquarters se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,256,medium,False
Dhyan se suniye Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,184,medium,False
Hello ma'am Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,139,high,False
Ji haan suniye Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,145,high,False
Crime Branch se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,232,medium,False
Inspector Rajesh Kumar bol raha hoon. Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,165,high,False
Namaste sir Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,98,high,False
Delhi Police se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,157,high,True
Cyber Crime Department se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,203,high,True
Law enforcement se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,192,medium,False
